3.0990744,0.90164346,0.20504522
3.0339842,0.98044276,0.32357985
3.029969,1.5688885,0.4044679
3.0034063,1.1039562,0.001148532
2.7936676,1.7190833,0.73528665
3.137482,0.98046404,0.12887605
3.0583398,1.2926226,0.36073303
3.321221,0.7814619,0.21369784
3.0578878,1.2300602,0.106591456
2.9546406,3.4459672,1.556263
2.9620917,2.4654398,0.89547545
3.2140236,0.92463624,0.10821824
3.1833537,0.77696306,0.6094169
3.105059,1.1071792,0.07043413
2.9973385,3.896785,2.63899
3.1716957,0.80355144,0.2113848
2.8958237,2.2554429,0.98484296
3.1139607,1.0281811,0.28374326
3.1011806,0.9472073,0.05296198
3.1358244,1.3366648,0.46933112
3.1246672,0.8840997,0.07779955
3.0900037,1.4347104,0.3445254
2.9116876,1.0358123,0.22664036
2.925371,1.0172886,0.24596162
3.1360161,0.91629666,0.20095333
2.9373868,1.723884,0.76065737
2.5800548,1.8322738,2.1067274
3.2153797,0.898526,0.71768653
2.940292,4.4973702,2.365023
2.9565024,1.0511123,0.14209138
3.1056526,1.1387658,0.40449488
3.347014,0.8947261,0.11638767
3.2785437,1.5168031,0.61336476
3.0730903,0.9007982,0.63624644
2.740995,1.2214953,0.47271675
3.2061064,1.325356,0.767915
3.1771019,0.74662155,0.35201085
3.144518,1.1320014,0.38397607
3.148184,1.1454376,0.94684744
2.9767444,1.0744911,0.23759046
3.2170787,1.0738696,0.3784271
3.0001388,1.0472605,0.18475726
2.7895267,1.3838496,0.36062577
3.11479,2.1109705,1.2226543
3.0239763,1.0861845,0.2785291
3.0312262,0.88601464,0.20553386
3.0142086,0.9463464,0.6202226
2.8196294,1.9902014,0.71473956
3.013982,2.120855,0.701548
3.042051,1.1723036,0.1539647
2.9346714,1.1940755,0.2306864
3.002634,1.1799526,0.07360856
2.8588114,0.8416233,0.45753208
3.305587,3.1009388,1.6564529
2.975644,1.2764355,0.33697918
3.0057468,0.873794,0.45777377
3.2425911,1.269175,0.66792846
3.0301857,0.8589096,0.29508218
2.7512267,0.9146721,0.32386234
2.5758474,1.9046243,1.4724574
3.002722,1.2128334,0.28918323
3.1268427,3.524495,2.3345907
2.955207,1.1751639,0.19236685
3.2570689,0.8926674,0.07456475
2.9917445,1.3409961,0.39650896
3.0806186,1.1006823,0.5412089
3.1125343,0.91061676,0.12821133
3.0235374,3.3234901,2.3374717
2.9556983,1.1167159,0.23730065
3.2684705,1.0694894,0.5890549
3.2923641,0.68576646,0.3954171
3.0794184,1.1212944,0.2314495
2.923694,2.577144,0.91500556
2.9973896,1.049695,0.31593707
3.0640426,1.1477131,0.51556253
2.9265237,1.0509182,0.16425966
3.034512,0.8997175,0.19368157
3.0574148,2.6254773,1.4885263
2.998787,0.858445,0.12965998
2.9445486,2.1593573,1.1297692
3.1495032,1.1003748,0.569137
3.044102,0.9528225,0.17076564
3.0502803,1.2967842,0.5963756
2.8035846,1.1266567,0.44447902
