3.0007226,1.0388151,0.5854148
2.9172065,1.2418609,0.57586944
3.0724087,1.2609713,0.3215191
2.8697455,0.9393636,0.31304166
2.8755267,1.1492891,0.5368189
2.8000789,0.98282695,0.2447568
3.0231109,1.2297479,0.58288306
2.8847852,1.4038476,0.34335303
3.3384385,0.6795425,0.3731882
3.4565349,0.45123062,0.56293154
3.121741,1.0053713,0.333213
3.3788052,1.1359982,0.40485796
2.9244282,1.1442375,0.4656785
3.0321348,1.033319,0.34626642
4.067484,0.46710697,0.3799531
2.8662174,1.4123256,0.36461404
2.7099705,3.0845351,0.72809947
3.164268,0.79019254,0.42757133
3.094443,0.90512794,0.47865868
3.1866226,1.0805112,0.73024184
2.955293,1.0155058,0.37217927
2.9913614,1.3044984,0.37619615
3.0399432,1.3826507,0.41837844
2.7945244,0.85971016,0.39191806
2.9420283,2.3990257,0.35911736
3.147918,0.5798969,0.38576478
2.8227081,1.23623,0.4279972
3.0931516,1.0804073,0.33337158
2.9035342,1.5826898,0.39366958
2.9911163,1.4013696,0.5120601
2.7760432,1.7266272,0.55760086
3.2083633,1.0519323,0.48023742
3.1813245,0.8228011,0.35937765
2.995596,1.1257885,0.5073898
3.1489735,0.90126044,0.31157368
3.3676875,0.58066684,0.5474321
2.9263515,1.3374373,0.31533602
2.9465666,1.086906,0.40968814
3.1984034,1.1904725,0.4043843
3.174877,1.2311504,0.5688732
3.060201,1.3614593,0.42624468
2.961445,1.4858966,0.43246815
3.1159754,1.2277296,0.46582338
3.7225418,0.5292558,0.45330045
2.876323,1.5399956,0.61840606
3.0869608,1.136401,0.3121687
3.0108325,1.2700115,0.5022008
2.9356349,1.149397,0.44814542
2.8788471,0.5977502,0.47211656
2.8577971,1.3352151,0.29046088
3.4019203,1.2416626,0.6601397
2.9713917,0.94967717,0.57254595
3.1825476,0.99567634,0.23227333
3.0588064,1.2440449,0.34314018
3.1123207,1.247217,0.6126494
3.0481288,1.1932138,0.36728823
2.8488793,1.1887548,0.43660432
3.0143733,1.6544372,0.61722237
2.8817136,0.78274405,0.42501968
2.9423296,1.0236337,0.41268373
2.8631876,1.5402018,0.36193904
3.0522058,0.68544513,0.40381435
2.965804,1.2349516,0.47091225
3.119517,1.0829017,0.42265522
2.8938682,1.3029443,0.4715313
3.1834571,0.639132,0.37742034
3.1953125,1.0871869,0.4040821
2.8336225,0.94978136,0.45000955
2.8866138,1.2277584,0.44578502
3.055318,1.4196995,0.5183022
3.1861553,0.87679315,0.29483658
3.1039042,0.89483047,0.37909067
3.0128455,1.705941,0.35922548
2.8998933,1.713528,0.3990851
2.7275336,1.6349072,0.5933196
2.7319653,1.3258072,0.27013987
3.1388571,0.8880964,0.4501533
3.1230364,1.1525025,0.40143752
