-1.9629393,-1.0603279
-1.8968194,-0.8154863
-1.8347464,0.23354793
-1.9418658,-0.86653423
-1.8889784,-0.48517323
-1.9711746,0.5518844
-1.9818178,-0.7623832
-1.8730614,-0.47115362
-1.7941217,-0.27857137
-1.8952359,-0.68749785
-1.7512488,0.64283824
-1.9320216,-0.6698724
-0.6772517,-0.42006385
-1.7577827,-0.5442811
-1.9159336,0.6428983
-1.916243,0.4791286
-1.7638167,0.5710349
-1.8893852,0.45309234
-1.8895181,-0.2500087
-1.8267144,-0.40828454
-1.8930746,-0.47315788
-1.7936072,0.4336517
1.6025515,-0.74106705
-1.19258,0.09477949
-1.9292184,-0.8412936
-1.8251262,0.5112097
-1.8431202,-0.28171134
-1.1717381,-0.45375717
-1.9370383,-0.9560058
-1.8660634,-0.42525566
-1.9419955,-1.1102421
-1.9914633,-0.9801649
-1.9277405,-1.0370009
-1.9556137,-1.1019561
-1.9614145,-1.0776112
-1.9434658,-0.8753805
-1.9345627,-0.57766473
-1.9403082,-0.89275503
-1.9687558,-1.2143509
-1.9565264,-1.1059359
-1.9385042,-0.854619
-1.9516133,-1.0312374
-1.8857939,-0.81563044
-0.0780884,-0.32894123
-1.987416,-1.1701044
-1.9610968,-1.0572737
-1.6951282,-0.3430159
-0.63271475,0.07634878
-1.613373,-0.10905981
-1.9164242,-0.9750165
-1.8310969,-0.60172534
-1.9762049,-0.85146916
-1.8222859,0.01889491
-1.7613062,-0.3000145
-1.8843898,-0.93151164
-1.9425184,-0.82194304
-1.9506272,-1.031153
-1.9274243,-1.0167572
-1.9617385,-1.2756671
-1.7713438,0.1549542
-1.8637122,0.65979433
-1.7558599,0.06952405
-1.7690259,0.015887976
-1.7826608,0.103830814
-1.7635854,0.4422574
-1.6582866,-0.03002882
-1.8390687,-0.25544417
-1.7622417,0.27231073
-1.8242193,-0.51943004
-1.8312505,-0.50539863
-1.89443,-0.61583245
-1.9173049,-1.0444562
-1.4183158,0.019117355
-1.9706486,-1.1273986
-1.9349649,-1.0388498
-1.9168495,-1.0113049
-1.9146582,-0.8144889
-1.8532383,0.052428722
1.3982551,-0.49230862
-1.9075913,-0.8948504
-1.8810942,0.59079385
-1.8441507,-0.7491877
-1.8830812,0.6842718
-1.8219967,0.10288763
-1.9266514,-1.0611238
-1.837303,0.7225261
-1.7399776,0.3153789
-1.827373,-0.5767827
-1.930876,-0.61192334
-1.9130919,0.5531838
-1.8865561,-0.6506431
-1.8969513,-0.48286116
-1.9766012,-0.94827175
-1.9391428,-0.870654
-1.8679675,-0.6434847
-1.8620795,-0.67007613
-1.6819664,0.3266344
-1.9262547,-0.84799635
-1.884777,0.7242675
-1.8593533,-0.45880997
-1.6694822,0.4650836
-1.839224,-0.2572751
-1.7891996,-0.34163487
-1.9068445,-0.99914515
-1.7839985,0.4667318
-1.7408891,0.120176554
-1.8856003,-0.7499726
-1.9057392,-0.8585025
-1.8044643,0.4706998
-1.8593059,-0.41794586
-1.8575505,-0.63976157
-1.6728394,0.12044239
-1.581936,0.36760116
-1.8233517,-0.32983327
-1.9273169,-1.0961621
-1.8456539,0.57995987
-1.8336238,-0.008886695
-1.9136868,0.5269728
-1.9264481,-0.97149444
-1.9059545,-0.7565448
-1.9455587,-1.2356802
-1.8716823,-0.23940694
-1.8167102,0.53425837
-1.9205339,-0.93319607
-1.7035921,-0.1367625
-1.8809242,-0.80489755
-1.8680367,-0.7857543
-1.9493079,-1.1162815
-1.8635556,-0.36235106
-1.5373904,0.35978174
-1.8941094,-0.38969386
-1.8994739,-0.72320247
-1.8132882,0.61295533
-1.8201064,-0.23035336
-1.884192,-0.7562288
-1.9596386,-1.1653442
-1.9098278,-0.9355655
-1.8808761,-0.082036614
-1.8306022,0.47918797
-1.8190699,0.15592837
-1.7883219,-0.2527212
-1.7737461,0.12897253
-1.8780051,0.6975615
-1.7475057,0.39747763
-1.9482222,-0.004181266
-1.8585131,0.12446213
-1.895101,0.6116533
-1.8984661,-0.82436025
-1.9732078,-1.2316489
-1.8243842,-0.60515094
-1.8223641,-0.5735258
-1.9165893,-0.83067334
-1.912807,0.41715908
-1.9222395,-1.0648516
-1.77225,-0.35903823
-1.724099,0.39140844
-1.8765143,-0.7802018
-1.9238434,-0.82947516
-1.7701833,0.1957376
-1.8461375,-0.051335335
-1.717098,0.74635124
-1.9309595,-0.7429584
-1.7026362,-0.17131138
-1.8792144,-0.8176484
-1.7613633,-0.33248162
-1.8660071,-0.644765
-1.8936422,-0.7445288
-1.8107655,-0.41779518
-1.9080566,-0.829841
-1.9038137,0.43320632
-1.9217627,-0.82861567
-1.7324505,-0.08553553
-1.7935789,-0.40450454
-1.8011471,-0.027187943
-1.7838042,0.08889508
-1.8336456,-0.21444893
-1.7949967,0.7867236
-1.9838252,-1.1862693
-1.8066058,0.4147489
-1.8309532,-0.7231809
-1.8540207,0.43055725
-1.864615,-0.60602343
-1.9728903,-0.88033164
-1.9197353,-0.92032063
-1.9398966,-1.0210042
-1.8335012,0.20572877
-1.8540293,-0.3325094
-1.9033605,-0.29986978
-1.9102446,0.20845199
-1.894679,-0.87894773
-1.9768419,-1.2076427
-1.6671442,-0.027371645
-1.9606616,-1.0349557
-1.9860379,-1.0157381
-1.9272326,-0.46599865
-1.9261292,-1.0035217
-1.9715294,-0.6809684
-1.7548923,-0.15858102
-1.8263103,-0.5368366
-1.9773487,-0.9254854
-1.6471186,0.731199
1.3797381,-1.1593027
-1.819153,0.5552635
-1.860706,0.74837375
-1.9614855,-0.8603258
-1.8279065,-0.59909034
-1.7923687,-0.5886862
-1.8437583,-0.45002103
-1.9194648,-0.6278559
-1.9048173,-0.9997244
-1.3500683,0.28377724
-1.8819005,-0.7222649
-1.8909163,0.45379782
-1.9194696,-0.8462318
-1.9514227,-1.1394591
-1.9340458,-0.9785272
-1.9786652,-1.1606063
-1.6731246,0.2189219
-1.7031367,0.6584182
-1.7745365,0.3518932
-1.9316913,-0.8915093
-1.8217134,0.33146954
-1.9177432,-0.6922369
-1.8856912,0.6261778
-1.434963,0.24349046
-1.9135317,0.60880446
-1.9206787,-0.9762447
-1.892131,0.47566867
-1.9468985,-1.1301876
-1.8068748,-0.15094578
-1.8872494,0.7234812
-1.8901514,-0.8223523
-1.761711,-0.4493091
-1.9054787,-0.5834137
-1.7089312,-0.041824102
-1.9003817,-0.8795763
-1.9210907,-0.9476664
-1.7400688,0.47808695
-1.7977102,-0.51278293
1.2899537,-0.8797935
-1.9331611,-0.81227994
-1.8406292,-0.27841628
-1.8809395,0.73840594
-1.9215399,-0.82463217
-1.969315,-1.2367862
-1.8117976,0.5405781
-1.8748506,0.5614445
-1.8555827,-0.16126561
-1.8383714,0.068424225
-1.7309177,-0.43556464
-1.882722,-0.6631317
-1.7468258,-0.0022642612
-1.8114947,-0.16545081
-1.9453214,-1.1032368
-1.7265424,0.6117377
-1.8384048,-0.5805706
-1.7385113,0.382468
-1.9320672,-0.9288118
-1.8020151,0.12710619
-1.9399489,-0.9080378
-1.6823254,-0.37016082
-1.8528657,-0.5601157
-1.9473324,-0.99556506
-1.6396672,-0.061538696
-1.8889319,0.6520097
-1.8404202,0.6610632
-1.8035645,0.6008704
-1.9690512,-1.1044102
-1.8350401,-0.37577033
-1.5821687,0.011768341
-1.9234295,0.34985948
-1.7962602,-0.16117203
-1.781663,-0.46006978
-1.8469772,-0.7432103
-1.7540526,0.29823375
-1.7493273,0.49196863
-1.927892,-0.83368576
-1.9466047,-1.0537384
-1.9028492,-0.50360346
-1.9260279,-1.0184662
-1.7016431,-0.18269324
-1.9019458,-0.6757417
-1.791779,0.22632647
-1.8942635,-0.3399335
-1.7346847,0.49321556
-1.9688947,-0.9047133
-1.8829871,-0.5083835
-1.7636484,-0.13214827
-1.8629167,-0.013049245
-1.84786,-0.53271365
-1.9313687,-0.97584665
-1.9068415,-0.86661184
-1.9482427,-0.8580984
-1.9389976,-0.81493545
0.06391835,-0.2888471
-1.9779422,-1.0379863
-1.8454596,-0.28390598
-1.9428139,-0.5802263
-1.9280615,0.6163149
-1.8272542,-0.61640024
-1.5674734,0.049302578
-1.9297667,-0.8143257
-1.8937411,-0.79991627
-1.8300283,-0.2518165
-1.8592978,-0.6128204
-1.8672756,0.6267543
-1.7682341,0.23600411
-1.923576,-0.87853146
-1.8852619,-0.21461868
-1.8440635,-0.5935999
-1.9102759,-0.8499472
-1.8100774,0.3777666
-1.8233753,-0.663764
-1.9647983,-1.078979
-1.7993438,-0.4235152
-1.8688184,0.22145534
-1.8060751,-0.4728377
-1.8909128,0.5040076
0.18771386,0.11657786
-1.7563052,0.7947824
-1.9528525,-0.9564692
-1.8791019,-0.68371284
-1.7416453,0.021054745
-1.7854766,0.23764873
-1.8974633,-0.88961077
-1.9342589,-0.9715842
-1.851297,0.37383246
-1.9415478,-1.0329461
-1.475574,-0.04883969
-1.9286613,-1.0185426
-1.7890141,0.43700647
-1.940395,-1.0873144
-1.7444066,0.02453661
-1.868956,-0.46251643
-1.7998923,-0.14836466
-1.7904239,-0.35665393
-1.8278143,0.3869543
-1.6961188,0.42699742
-1.8529397,0.21887779
-1.6493478,0.46128035
-1.9526153,-1.0106165
-1.9663208,-1.2047422
-1.9441838,-1.1293988
-1.8621944,-0.732134
-1.9358008,-1.0285518
-1.8394244,-0.31499434
-1.8059593,0.51428246
-1.859626,-0.4935516
-1.781108,-0.06780255
-1.9059805,-0.78254235
-1.8634208,-0.7214246
-1.9325098,-0.6835357
-1.9796709,-1.2276406
-1.912071,-0.51109076
-1.8578438,0.6724231
-1.8517859,-0.38341105
-1.8417352,-0.46880126
-1.9752879,-1.2402174
-1.7825086,-0.44267118
1.3582063,0.27591586
-1.8970305,0.5340619
-1.9101641,-0.94039404
-1.898909,-0.7816049
-1.8848302,-0.7189419
