10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.9445199,0.36180283,-0.20427754,-0.23611054,-0.49714769,-0.46022077,-0.20135174,0.13153075,0.26238847,-0.18665136,-0.28768007,0.5184034,0.26843684,0.80470266,0.65877356,0.069062387,0.33459452,0.20078529,0.81372145,0.5617998
10.179957,-0.37610297,-0.59460744,-0.72636313,-1.1145746,0.19862957,-0.42212462,0.44466634,0.23968474,-0.10080366,-0.88626248,0.30511367,0.38124344,0.71834878,0.44504365,0.0988781,-0.16123617,0.557636,0.9200941,-0.3832913
10.031157,-1.2220199,-0.33206783,-0.14491404,-0.83960716,0.5774641,-0.26897158,0.06388657,-0.1124237,0.5599299,-0.91814996,0.01909445,0.97656305,0.98822596,0.23453424,1.004705,-0.10645772,0.90396845,0.31238894,0.34366273
9.6678332,-1.2610524,-0.52982447,0.23253396,-0.92586512,0.38486714,-0.69684878,-0.11585454,-0.75632228,0.43581729,-0.96843419,-0.75815095,1.3743396,0.22391171,0.67770822,1.3337516,-0.79830449,1.1805692,-0.46134205,0.11330678
9.2826395,-1.1489776,-0.23502278,0.42894565,-0.41888438,-0.38352354,-0.99857977,-0.13236675,-0.61835509,0.63274636,-0.6159747,-0.70026712,1.310024,0.35799071,-0.12493187,1.365479,-1.1102112,1.0716596,0.22220496,0.039856506
9.5442339,-1.012665,-0.48383871,0.11329648,0.45236174,0.35014441,-0.51081346,-0.71931208,-0.48648097,0.25297189,-0.73857671,-0.33985718,0.82071126,-0.19089129,-0.11561435,0.94223725,-0.74243253,0.42541342,0.017550134,-0.042983247
9.3449208,-0.18289891,-0.069552599,0.51916185,0.7552989,0.31889221,-0.36474221,-0.97772712,0.23616515,0.095065484,-1.4659661,-0.19109289,0.37271401,-0.41425794,-0.15623103,0.60585709,-1.0395494,-0.29383414,0.72860585,-0.75813681
9.9401354,-0.13033253,0.69568038,0.62577693,0.42868331,0.19677664,-0.87449033,-0.62287187,0.12952763,0.48684048,-1.6095009,-0.74357269,0.3064949,-0.21124352,-0.47809141,1.1534667,-0.87841383,0.15101188,0.82345924,-1.213142
9.6252124,0.40243117,0.11012956,0.78821995,0.86506203,0.34986703,-0.50574408,-0.77224877,0.18077116,1.2078071,-0.58109361,-1.09368,-0.020495908,0.18469551,-0.65835957,0.90178517,-0.87245604,-0.74265788,-0.22075402,-1.0211783
10.66192,0.35391176,-0.53633553,0.16554115,0.29589887,0.21333959,-0.52067176,-1.4662734,0.68333315,0.87500808,-1.0107597,-0.97809373,0.053599719,-0.38927983,-0.98260342,0.18662857,-0.69838601,-0.87765131,-0.2734378,-0.60490515
10.055414,0.47584591,-0.68118818,1.0341318,0.45200115,0.22060231,-0.7382715,-1.5789969,0.96605018,0.67734969,-0.66168962,-0.30684595,0.12615185,-0.29425614,-1.038125,-0.30119611,-0.87141045,-0.34374072,0.36811594,-0.38487829
10.312086,0.93744817,-1.0313392,0.84853951,-0.10753781,0.33524857,-0.055901273,-1.092485,0.37266159,0.91698075,-0.66611004,-0.34490947,0.8303242,-0.06906975,-1.011623,-1.0454395,0.68753563,-0.82517196,0.26755746,-0.37104713
9.3355139,1.0785621,-0.86547977,0.82142176,-0.5979409,-0.35360116,-0.57702832,-1.3270686,0.78346266,0.23725761,-0.3192255,-0.13652444,-0.19185036,-1.1688548,-0.69114688,-0.80730431,0.63795173,-0.5007057,-0.0040691037,-0.75126896
